-3,603,600,1
-3,601,600,1
-3,599,600,1
-3,597,600,1
-3,595,600,1
-3,593,600,1
-3,591,600,1
-3,589,600,1
-3,587,600,1
-3,585,600,1
-3,583,600,1
-3,581,600,1
-3,579,600,1
-3,577,600,1
-3,575,600,1
-3,573,600,1
-3,571,600,1
-3,569,600,1
-3,567,600,1
-3,565,600,1
-3,563,600,1
-3,561,600,1
-3,559,600,1
-3,557,600,1
-3,555,600,1
-3,553,600,1
-3,551,600,1
-3,549,600,1
-3,547,600,1
-3,545,600,1
-3,543,600,1
-3,541,600,1
-3,539,600,1
-3,537,600,1
-3,535,600,1
-3,533,600,1
-3,531,600,1
-3,529,600,1
-3,527,600,1
-3,525,600,1
-3,523,600,1
-3,521,600,1
-3,519,600,1
-3,517,600,1
-3,515,600,1
-3,513,600,1
-3,511,600,1
-3,509,600,1
-3,507,600,1
-3,505,600,1
-3,503,600,1
-3,501,600,1
-3,499,600,1
-3,497,600,1
-3,495,600,1
-3,493,600,1
-3,491,600,1
-3,489,600,1
-3,487,600,1
-3,485,600,1
-3,483,600,1
-3,481,600,1
-3,479,600,1
-3,477,600,1
-3,475,600,1
-3,473,600,1
-3,471,600,1
-3,469,600,1
-3,467,600,1
-3,465,600,1
-3,463,600,1
-3,461,600,1
-3,459,600,1
-3,457,600,1
-3,455,600,1
-3,453,600,1
-3,451,600,1
-3,449,600,1
-3,447,600,1
-3,445,600,1
-3,443,600,1
-3,441,600,1
-3,439,600,1
-3,437,600,1
-3,435,600,1
-3,433,600,1
-3,431,600,1
-3,429,600,1
-3,427,600,1
-3,425,600,1
-3,423,600,1
-3,421,600,1
-3,419,600,1
-3,417,600,1
-3,415,600,1
-3,413,600,1
-3,411,600,1
-3,409,600,1
-3,407,600,1
-3,405,600,1
-3,403,600,1
-3,401,600,1
-3,399,600,1
-3,397,600,1
-3,395,600,1
-3,393,600,1
-3,391,600,1
-3,389,600,1
-3,387,600,1
-3,385,600,1
-3,383,600,1
-3,381,600,1
-3,379,600,1
-3,377,600,1
-3,375,600,1
-3,373,600,1
-3,371,600,1
-3,369,600,1
-3,367,600,1
-3,365,600,1
-3,363,600,1
-3,361,600,1
-3,359,600,1
-3,357,600,1
-3,355,600,1
-3,353,600,1
-3,351,600,1
-3,349,600,1
-3,347,600,1
-3,345,600,1
-3,343,600,1
-3,341,600,1
-3,339,600,1
-3,337,600,1
-3,335,600,1
-3,333,600,1
-3,331,600,1
-3,329,600,1
-3,327,600,1
-3,325,600,1
-3,323,600,1
-3,321,600,1
-3,319,600,1
-3,317,600,1
-3,315,600,1
-3,313,600,1
-3,311,600,1
-3,309,600,1
-3,307,600,1
-3,305,600,1
-3,303,600,1
-3,301,600,1
-3,299,600,1
-3,297,600,1
-3,295,600,1
-3,293,600,1
-3,291,600,1
-3,289,600,1
-3,287,600,1
-3,285,600,1
-3,283,600,1
-3,281,600,1
-3,279,600,1
-3,277,600,1
-3,275,600,1
-3,273,600,1
-3,271,600,1
-3,269,600,1
-3,267,600,1
-3,265,600,1
-3,263,600,1
-3,261,600,1
-3,259,600,1
-3,257,600,1
-3,255,600,1
-3,253,600,1
-3,251,600,1
-3,249,600,1
-3,247,600,1
-3,245,600,1
-3,243,600,1
-3,241,600,1
-3,239,600,1
-3,237,600,1
-3,235,600,1
-3,233,600,1
-3,231,600,1
-3,229,600,1
-3,227,600,1
-3,225,600,1
-3,223,600,1
-3,221,600,1
